teacher,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
c53b1862a3344001b0981388d6ecbe82,,,,,,,
tch_20200602-104742_1,class_20200602-104742_1,3a6n-4RWo,7f411424-e215-4358-9348-d949dfcdb083,c486fdc9-f111-43ce-8f98-9d96bcaa8ae5,f9e0d1ba-cd15-481f-9675-b2a8ad778139,bc504a0f-e028-47bf-809c-bcc79845df61,3993a8e6-cf68-47a7-ad9b-ed53d52388bb
tch_20200602-104742_2,class_20200602-104742_2,UYR4-CJst,33f7dfab-aafd-40ef-a1bc-6c4aaba99b1e,8af9088e-693c-4f9e-ba91-825fac3e0d1c,4b9bea09-cada-4975-b14a-7a56db8494c2,db61c7a4-b935-4220-9dbe-a0d206463662,d9e85c20-41b4-4920-b97d-a3177fe602de
tch_20200602-104742_4,class_20200602-104742_4,xBLF-pD7X,2a0188d1-db0e-428d-93b4-a106d1c3c5af,c4b6c86c-196d-4d2f-94fa-3289e7870a7c,65ad4093-b1c5-4324-bc70-6c30d805a5fa,5b0fb0dd-42cb-41e6-8566-41106a109d97,b8dc7e36-8985-4004-88d0-7771cc3e8f0a
tch_20200602-104742_3,class_20200602-104742_3,a2WD-rjHV,5b27e7fe-ce8b-4b44-9b84-b84f24d7e558,d8485575-03c1-4213-b236-e932a98fa909,3980e013-1a16-48aa-b249-435a8b925594,5342fab3-68e6-497e-bf81-ddfafdc459df,e2618069-aae2-4a6d-b1b3-23cdef855e45
tch_20200602-104742_5,class_20200602-104742_5,sJ8d-qGoW,6f421648-02fd-42c8-b4f8-52e4634a4ec1,a9e07b7d-8dbb-45fb-b318-83b512ca4889,747eb741-be59-46a2-b7b7-3977c5421f97,8148085b-1c41-4402-8721-704f7620f4d5,ae728434-6b16-44a0-ac65-0e43bc61ed47
tch_20200602-104742_6,class_20200602-104742_6,YPZ8-qZrJ,9102b79a-b4fc-43dc-be6f-3462e833b2aa,e6eb7751-6887-40db-9e64-ab1590b24c7a,55495469-cfe1-47cb-b802-1688c56fc474,924aea69-230b-480f-82ff-e1b8fbd5c47e,b66dd580-1880-49e1-ae2c-fefc2d3680a3
tch_20200602-104742_7,class_20200602-104742_7,9U24-QmM3,05e414ae-fab3-4459-85ec-4b29c929fce6,09cf3783-e560-4d63-95cd-ecfb5953913b,44838de8-6f83-40a1-901b-46b0a19acd7e,e562fec6-350f-4169-8ae3-98fffa831c78,babdae20-6305-46a1-af05-b9823866e8a1
tch_20200602-104742_8,class_20200602-104742_8,DC9F-28of,b80c64af-64a0-4aee-a8ad-1c62bf11a6ac,2b5e8156-7547-4638-8ccc-922626b577d8,91f06f1d-20f7-44e0-8430-8ef2ad1ffd76,5c4c2644-740a-43b5-970e-14253849016c,0e62e447-3eaf-4e13-8e00-fe39a5b1bc72
tch_20200602-104742_10,class_20200602-104742_10,wyDq-JYQk,e592fc25-c2f1-4b8d-ad1a-e1f8e391c9b7,b489f1a4-51dc-4391-a734-88d8fc742490,2d3e27c2-c110-453c-84c2-af74189a203e,dc6982c9-19a4-4bd6-af64-405e8d8a0762,63abad0b-5f3a-465b-b9ca-1e1e8b62182c
tch_20200602-104742_9,class_20200602-104742_9,CV6F-eBWh,4f96c9dd-df83-47dd-b687-305a9f88cf6a,e957cdf1-594c-433d-b322-ac600998d549,d47e0635-deac-455f-a53a-fac7d13710b9,993e5b41-7d89-4015-80e0-bc9c57256dde,32285145-c05f-43a3-a926-0103eb5c29db
tch_20200602-104742_12,class_20200602-104742_12,XBc6-mpT9,6523bd0d-f3ac-4cc9-9001-77ace730adb9,7209b226-3820-4437-aadb-88c9ae61b40e,d5a19881-a23f-42f9-9c06-393cc3172657,e13852e6-0f2c-4d27-b721-c284e7f712f6,4a9255a4-e436-482c-86d7-4eb9dca742c5
tch_20200602-104742_11,class_20200602-104742_11,qAgD-2jZ3,d91454ce-29cf-44f1-a067-b26f5b90c6dd,00dcd398-34fe-49d9-bb03-c3d016d12112,98a938dc-0183-4b83-be30-803b1910088d,9268954c-0773-4557-bd91-86159b9fb5ec,377d0834-bed5-4713-901d-3b1f376b1390
tch_20200602-104742_13,class_20200602-104742_13,9HTQ-MWRV,d8b0204c-4dab-47ef-b88d-94c041b0fa5d,9cc0fc93-b65f-4947-ae8f-7b6becc1c23f,e45c60c4-8d7e-41a4-aaea-8c879a336d13,2e172192-02a6-47b2-b512-8026b55d1b09,7ce67a4d-8b6c-420a-9fdd-5ba8e8a707d7
tch_20200602-104742_15,class_20200602-104742_15,btCA-kydi,9155c8d5-14b2-4c03-b83e-42662b2a400d,e3be3e3f-0443-4d00-8bb4-68ef10ce2735,f906ead3-d571-469e-ba83-af8f0a7a4011,7edfc8d2-8c1e-4f00-bb8e-f8a112c1065f,ce64f77e-257f-49b5-b76a-b2a9f172634b
tch_20200602-104742_14,class_20200602-104742_14,4h69-ck2y,fd34068c-a056-47c5-b1ef-99d59de9f07a,20395557-7ea1-4938-9514-44c18116e820,9a88cba6-9985-4869-8acf-b86a9c890b0a,cd31f688-9689-490a-affc-7a1baaf823d6,93232333-97ef-458c-ac55-7d3e27263697
tch_20200602-104742_16,class_20200602-104742_16,aJxT-D39g,dcf094ab-b016-4a25-9190-65b2ea3e0672,8852d4d8-6b53-4162-b69c-661228395b62,d55bd0b1-8e2f-4d79-b525-63d527d0d517,ffb7d96a-4230-4df9-bfe0-060f2ce0db28,362c3563-837d-4a74-8786-1e68c6585bd8
tch_20200602-104742_17,class_20200602-104742_17,34b2-wDbT,51f65380-984d-4faa-aac9-180c3a4220ea,577813bc-1582-459f-9f8f-09d83613dd56,6d201f21-0b0f-40ab-8865-e6cd4ca9033a,8dfeb455-6074-495a-b60b-a8f1f2f91429,14ba9648-f5f3-4a27-a46d-452a4a2db37d
